dr,id,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9
17.247447411324877,69713556,98.57336913451817,64.70159647769603,4.374004660235087,76.70599383467867,95.55307390907103,21.68471968211717,52.519343436038525,59.40464506306032,85.86228671190639,96.07293620512012
28.01376888932088,15727422,66.08503007353829,21.745970006895533,89.547777757186,78.82231359313404,34.2019122527526,42.00627000850673,44.12502349769406,39.561638303870104,99.03796120705576,85.49931806185164
49.076993612898875,79950559,93.71131877741414,86.02726455209006,84.94157648353158,91.62486115162403,96.07455676291168,18.48257005059859,35.540329664811445,61.82207324464011,96.35558446108242,25.23644788505076
57.28750192851001,67356212,85.91004329994426,2.7256650993623066,8.727508362561043,66.91590379838806,95.19366448039848,91.37255816586602,76.40246455749967,12.546063978783106,39.47476462655476,59.076847821478964
85.6938534545639,89014544,45.95903257969628,47.67853645163428,33.90679926909576,88.19995416778785,32.40791529614767,24.94982847092081,80.418639993493,81.35015580353424,86.48681235623968,56.81247054147113
93.47088992475192,84612009,26.90839930753164,80.36984670349729,1.2129483737023605,19.83048832953822,41.39360934807071,82.22084484554809,19.456250515824724,36.807977060353835,6.318208698138584,43.603624790766006
87.88125147006485,23520242,42.7828840127175,12.600472429746212,31.394701166404715,61.34534010002827,6.6553044342495316,16.85019500531758,86.13596378094894,19.23727291148828,9.024512258126528,40.68571455518065
53.10185575789643,76360674,93.05745965791482,74.52600653657635,9.648521596903336,24.998266429428572,13.335556207278366,90.46756919213954,36.41652256200613,84.31433756073959,59.7638040742723,76.47699559512934
74.01389271278845,06166897,42.615431087556146,0.8314806554400977,6.476952283507398,98.27986543045446,27.12136962605054,4.689401054993436,63.26483235490129,84.33650687922476,39.265670541763264,38.175770684165656
1.0310945056877574,23254495,47.31928185593637,99.58733705349243,76.3061461030308,11.23141976607248,84.34197347037656,57.08522873734103,56.68064635711122,50.80987982859872,10.352628240232464,69.42000988360248
90.54573433917412,88424108,21.16023964385806,22.701430540082413,62.49915057487456,27.13641811055988,17.666565647315636,41.06530864372759,47.78227538532792,63.56362329745126,84.1372179596851,24.131947645638054
29.382636750135273,87177675,11.147339816272094,12.103021359793843,90.40761461824638,56.773032398802734,0.1732762082001016,4.661305623725498,0.5769595664475657,52.24698622927322,14.02885878104232,99.33601155208301
47.57333786860748,37595558,25.46462103311957,36.88161652001878,11.46587145857919,95.4548130202705,97.84326291754185,7.780919301793454,66.71761666590692,69.55221930058622,56.371548842761555,44.69202511647173
46.20060491972342,47455076,7.81162907419406,4.444845080316262,22.15306700835511,70.9702035995817,59.82096865356613,22.277747889536847,38.857911889828415,41.047478274751995,15.863927477310181,94.28256773328297
88.85058587699302,85824304,34.28691330947762,57.147244674137056,23.170588077935562,68.46805957069645,91.8055210380791,16.581381807707196,27.156364911419338,47.88210491309021,54.878882055884596,7.260608297139804
92.60657834586547,55133441,33.49289432542155,31.58005857280475,76.3889015963372,14.363074080410254,90.36741171842256,61.810232365013654,24.702697674358333,15.316425038257975,78.08754556362534,20.545255587882615
30.753538397892154,53725326,61.61119926818298,76.01060169875726,17.054216301765468,47.16513246789387,26.06332081755165,75.56439567429562,55.17036690348033,27.773243860263186,27.110071172688265,75.49319874659764
21.624169144304982,41581079,53.99217297061948,98.03377848641102,18.559345391102745,34.611349428565674,31.052264437932287,81.32358193997189,43.85765035840864,97.86659413860833,45.06247679531763,8.347404732330643
95.50602709416619,68251597,60.934816079028806,84.90311421131167,39.29960848832942,41.98846578974682,21.23426202267894,71.99889602525157,90.05087616781044,91.3894208051936,46.438953785614935,36.47411264578415
36.24080317835118,67712725,23.084816856680746,42.11802497404642,88.72056116201267,94.62330664962397,31.670316274667908,26.66561523619967,11.93614955577309,92.44654166608473,40.823638155409945,57.03665931701389
41.70494199617652,95994697,15.400288066532209,4.218031569450975,14.297308845983636,43.843143373109086,73.56249901324384,76.56142664069391,58.0421506739857,29.711413182934788,2.643019697289173,9.474034627136152
9.895766762418411,61397308,42.01573846753184,45.97001093915863,30.88886669819174,67.26397124316402,50.18556422980024,28.047139441537393,40.02051443473036,50.83522894487108,16.601444474231165,92.71353428722952
58.54123987318698,85384667,27.979291654766303,74.98734542326413,16.335025769230583,23.307066128276986,11.45278666334616,92.67227275512812,98.42731378515927,93.76758362242768,54.372988645475886,17.387356585452775
76.48344075434177,78851813,19.547659428132658,31.83361310487619,30.743421478551735,99.69262663973392,23.79077052888874,46.05137368717763,41.15245992854031,54.237319063265275,9.825382410955463,39.76967920999641
50.67318142446769,86577013,96.31540691753796,68.11856405520507,27.63022593092114,36.35996815243865,75.54812978834762,7.438587709782418,76.01189763859499,49.0683529127128,85.04535870128309,59.67398810830946
12.382071120300687,92495047,2.778611095704242,16.365535778406727,82.03423026447412,31.56232455149167,23.813741648865783,95.15455546916378,39.041255684466115,11.550633884470418,41.2689511382734,81.44414789730075
95.96112906632116,67855109,78.26643169448944,17.09520341238051,83.08086588990136,16.625504451444804,22.47750676507698,17.19144538100649,27.146133026706377,99.55215476480171,26.05852843853561,3.733258531467709
37.03772910290459,04139037,28.91017863795,80.0409984938455,72.58350485459975,56.032482471828736,72.84999662686543,43.05697359527846,90.93915893690617,71.09428704619809,13.188222331180333,54.65767411276483
78.87754969280574,85951002,82.12412435378997,28.026124388885478,39.894773642420446,19.97000525546815,50.068363579410125,25.53244456199191,1.5892521429141993,61.751043506302615,95.11813655839593,33.65032655286956
8.762118798053177,49693658,63.57857198598379,3.1494701723617458,62.711087436388866,62.30094338421562,24.996115026925793,21.287107365111,19.302762465562072,55.949178627781336,34.371275650496536,95.42845533252516
4.849901114766119,54857871,12.905995177362705,35.32636491148264,36.34715304180972,6.8089916877512096,84.36562466817983,52.05738470531834,10.538913451157583,93.50769024139981,87.5750842513744,24.56564199347224
98.4998939474424,13841933,21.60879551420062,30.097702638732894,77.91329237173703,15.673307764068534,29.47875492167006,49.25992013583379,10.43915542317012,83.37977709852268,44.912109871489534,13.585537955181437
21.75816176543345,39209729,11.722099382250361,84.99402455200385,58.150457484844075,67.64119396753598,69.30036065049697,71.44316719086885,35.596189676171996,75.21506993860899,68.8394793254292,94.40289563878585
16.97498591960548,42329395,44.628635696099806,40.79053580193648,49.54452111509868,37.186731223592794,11.702846607227501,25.220510006118204,86.32541110282065,24.332129863183983,28.860522605056993,3.0528087098379952
73.23258244967661,30504003,63.06176223679789,40.563205391511126,70.78143075782651,50.26327452367178,96.43204489843203,16.444948583412554,8.044631074229747,57.70818185059875,73.36916038097283,43.73683261920394
9.863599469031826,97473581,78.79688245026479,72.46314221395939,11.364931977398406,66.37997155454173,91.77361761422459,57.350969709031496,41.94344406196308,47.36700588219601,68.71354488358608,8.424600611940846
57.99809520407402,31979124,45.29746811546461,87.17382045830124,98.94286293718227,84.93341292198212,94.5045602776614,38.20259247076084,19.26744729943709,71.71674031230818,35.079579505625425,65.26761095175027
86.99419624857406,55476703,90.62938911529514,52.206834297538265,96.3388650031055,94.60336158472118,68.1634552428121,54.3316715959961,58.916675472828516,78.12852961649241,26.544365937960947,55.28622414687524
39.200021961702525,85939204,20.710654252985893,32.35566394474826,49.88259566776409,45.91320859549679,72.26910660435225,65.30925850502055,94.23353768771017,35.318964405478795,39.348354082738204,7.25687599740763
42.64441001944622,41003807,59.9430474277846,81.41883389687959,17.929986875110327,76.22293881535376,19.727326395360567,68.2648430282744,18.820371319623053,26.41282257233423,15.58074703778879,82.23380193914554
11.980558286968002,87894580,17.13049355747458,1.2693811881470896,14.371139263573118,79.09876995992445,82.32348753037827,77.65540936005145,63.15472338884325,84.38416634135338,62.38384952540873,41.17967561265643
76.99574064182886,50835487,3.8940310049389915,92.60178001103033,87.72613550807206,38.130082070581885,97.0149738985219,97.81684878120568,48.296250755838685,91.91837727112333,71.415273343771,17.548135697331947
57.58306517557974,08600885,73.60528886223649,47.31429326840608,6.7049932790330224,76.5063817838371,26.528222378635068,79.0054149741289,26.17591349665107,5.772413840941438,48.73743996342258,84.71442210661176
46.27272574590046,27387265,23.825346991091035,4.007401206102513,47.72158134286734,91.0629559646345,45.67515612809048,99.30941975050256,7.698781478281447,13.570673920185094,31.566271662500935,96.32577915238676
26.528593512784738,78419810,27.949860333180567,15.04834473422566,90.9479900594397,34.612023743537954,90.63392821486408,94.39625556825246,46.17017331640805,83.12971389068133,37.55433546008702,65.8166162420775
39.26475831786836,15955341,87.56875707776486,86.99420322198537,65.96189758095285,43.09017862530619,23.3595745438401,23.275105246220296,20.387410278938887,62.14773264090607,79.3298847319771,42.52428496835928
84.9316044897758,67664519,42.73720635351898,29.14492428505433,66.88025560694282,72.08380128196774,31.798513324145063,6.25778256560382,8.455563495116747,51.341429859559206,85.16247212959105,55.54075432408462
34.89874260307629,11435372,73.96989397300943,56.818936637811234,9.985807068362252,49.62515195288159,21.25576015314379,84.26905343406736,25.486903474579037,41.29049363901339,98.22840325606279,2.5046667021130453
25.351620044325006,27558353,91.18339603686489,36.10127887582814,46.25678112864523,81.88815156333469,5.706235669118098,28.27214904482466,65.70703789666273,44.70738796396843,68.34585426659038,76.64770865455269
53.8080894314607,31584010,51.976747109289846,58.16141520746293,40.20012602122357,54.68318445645946,10.448010114738814,3.2695374731221416,40.306854713435214,67.60962122889832,21.736085825960394,16.692296889877046
49.099723635571465,64169626,85.6649764631031,71.05827402525257,56.14364859417334,88.38876709604472,85.0031574756469,3.3350789219370847,81.74939039566526,5.571252090404033,70.58444067650566,58.268776407319265
61.68980684386336,90596976,81.40033118574087,59.636869906407405,92.09825316246251,68.1405031724432,48.309530932002765,74.31262812609097,4.753954335928889,50.41368938175381,37.70132802771968,79.64561814215963
40.37632530124732,77931292,13.30133252392911,5.649608206884304,6.147809362641842,27.947404585839998,8.271500248375819,25.128878985355442,21.123705232592126,24.835176940893156,97.74092906916506,53.80793963036875
3.757925736459955,46400118,47.634239900262756,64.96808392294236,25.548407791936476,9.433058728636023,4.627332606360913,76.70969772662104,24.47469290278329,12.953876608166349,70.18330983877925,39.80169618875999
